COL title VAL HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001 COL price VAL 154.10	COL title VAL Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433 COL price VAL 55.99	0
COL title VAL Razer Viper Mini Gaming Mouse COL description VAL Feature PC GAMING MOUSE: compatable with Windows 10 and Windows 8 works well with all major Computer Brands and Gaming Laptops 6 PROGRAMMABLE BUTTONS: Fully configurable via Razer Synapse 3, the mouse has 2 side buttons on its left and one next to the scroll wheel EXCELLENT GAMING PERFORMANCE WITH 8500 DPI and up to 300 inches per second (IPS) / 35... COL price VAL 4299.00 COL priceCurrency VAL INR	COL title VAL Gaming Mus Logitech G402 Hyperion Fury COL description VAL Gaming Mus Logitech G402 Hyperion Fury COL price VAL 297 COL priceCurrency VAL DKK	0
COL title VAL HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001 COL price VAL 154.10	COL title VAL 8TB - Seagate Enterprise Ironwolf Pro SATA - ST8000NE001 COL description VAL [shortdesc]Seagate IronWolf Pro ST8000NE001 8TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5\" Internal Hard Drive.7200 RPM 256MB CacheSATA 6.0Gb/sEnterprise NAS Hard Drives[/shortdesc][additional]Manufacturer :SynologyBrand :SeagateProduct Line :Seagate IronWolf ProModel :ST8000NE001Bundled with :2 years Rescue Data Recovery Service PlanPackaged Quantity ... COL price VAL 232.84 COL priceCurrency VAL USD	0
COL title VAL Disco Seagate Ironwolf Nas 10Tb Sata3 (St10000vn0008) COL description VAL Seagate NAS HDD IronWolf, 3.5\", 10000 GB, 7200 RPM COL price VAL 296.37 COL priceCurrency VAL EUR	COL title VAL Disco SSD Crucial BX500 120GB 3D TLC SATA III COL price VAL 28.66 COL priceCurrency VAL EUR	0
COL title VAL Tag Heuer Monaco watch on leather strap COL price VAL 5250 COL priceCurrency VAL GBP	COL title VAL TAG Heuer Monaco Men's Blue Leather Strap Watch COL description VAL The Monaco, one of the most iconic TAG Heuer timepieces. This men's chronograph model comes powered by in-house Heuer 02 movement. A distinct square stainless-steel case features a radiant blue PVD sunray dial complimented by an authentic navy blue alligator leather strap. The thin Swiss made Calibre Heuer 02 that equips this timepiece boasts a pow... COL price VAL 5250 COL priceCurrency VAL GBP	1
COL title VAL Corsair ML120 Pro LED, Red, 120mm Premium Magnetic Levitation Fan COL description VAL Corsair ML120 Pro LED, Red, 120mm Premium Magnetic Levitation Fan (CO-9050042-WW)If NASA Designed a Computer Case Fan – This Would Be It Corsair ML Series of fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise.Thanks to its innovative design, the ML Series fans delivers both high static press... COL price VAL 72.40 COL priceCurrency VAL AUD	COL title VAL Corsair Wentylator ML120 PRO LED RED 120mmPremium Magnetic Leviation Fan COL brand VAL Corsair COL description VAL Corsair Wentylator ML120 PRO LED RED 120mmPremium Magnetic Leviation Fan COL price VAL 0	1
COL title VAL HIK 8-CH TURBO 4.0 DVR, DS-7208HQHI-K1 COL description VAL Hikvision 8-Channel Turbo DVR, BNC spot out, VGA/HDMI, H.265+ compresison, 2 x IP COL price VAL 0.00	COL title VAL DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP COL brand VAL Hikvision COL description VAL DS-7208HUHI-K2-P Hikvision 8 channel DVR with PoC 5MP recording. Best CCTV system in UK COL price VAL 0.00 COL priceCurrency VAL GBP	0
COL title VAL Audio-Technica ATH-M50x Monitor Headphones - White COL description VAL Audio-Technica ATH-M50x Monitor Headphones - WhiteAs the most critically acclaimed model in the M-Series line, the ATH-M50 is praised by top audio engineers and pro audio reviewers year after year. Now, the ATH-M50x professional monitor headphones feature the same coveted sonic signature, with the added feature of detachable cables. From the large ... COL price VAL 249 COL priceCurrency VAL AUD	COL title VAL Audio Technica ATH-M50x Professional Monitor Audiophile Headphones - Black COL description VAL Audio-Technica ATH-M50X Professional Studio Headphones - Black - On-Ear - Closed-back dynamic - 45mm Neodymium Drivers - 15 ~ 28,000 Hz Frequency Response - 38 ohms impedance - 1,600mW at 1 kHz max input power - Interchangeable cables: detachable 1.2M - 3.0M coiled cable, detachable 3.0M straight cable and detachable 1.2M straight cable - 3.5mm wit... COL price VAL 369 COL priceCurrency VAL NZD	0
COL title VAL Placa video Gigabyte Radeon RX 5500 XT OC 8GB GDDR6, 128-bit COL brand VAL GIGABYTE COL description VAL Garantie 36 luni COL price VAL 1143.99 COL priceCurrency VAL RON	COL title VAL CORSAIR 16GB RAMKit 2X8GB DDR4 3200MHz 2x288Dimm unbuffered 16-18-18-36 1,35V Vengeance LPX Black Heatspreader COL brand VAL Corsair COL price VAL 61.77 COL priceCurrency VAL EUR	0
COL title VAL J04C Metal Disc Brake Pads with Fin COL brand VAL Shimano COL description VAL Shimano J04C Metal Disc Brake PadsFits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666 and BR-M7000, Alfine BR-S700 and BR-R785, BR-RS785 road disc calipersSintered Metal pad with consistent, high stopping power in wet or dry conditions and excellent durability COL price VAL 34.99 COL priceCurrency VAL USD	COL title VAL Hikvision DVR 8 Ch. TURBO HD 3.0 fino a 5 Mpx H.265+ DS-7208 COL description VAL Hikvision DVR 8 Ch. TURBO HD 3.0 fino a 5 Mpx H.265+ DS-7208HUHI-K1 COL price VAL 1.93775E2 COL priceCurrency VAL EUR	0
COL title VAL Cheap Replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03 COL description VAL Top AAA replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03 wholesale from China with cheap price.	COL title VAL Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x COL description VAL Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x COL price VAL 490 COL priceCurrency VAL EUR	0
COL title VAL Sony FE 20mm F1.8 G Lens COL description VAL Presenting an ultra-wide field of view, theSony FE 20mm f/1.8 Gis a sleek and wide-eyed prime lens characterized by its portability, advanced optical design, and intuitive handling. The optical design incorporates a pair of aspherical elements and three extra-low dispersion elements to greatly reduce a variety of aberrations and distortion. A Nano ... COL price VAL 898.00 COL priceCurrency VAL USD	COL title VAL Sony - FE 50mm F1.8 Standard Lens (SEL50F18F) COL description VAL description COL price VAL 8.4065E2 COL priceCurrency VAL SAR	0
COL title VAL Nikon AF-S NIKKOR 50mm F1.8G Lens COL brand VAL Nikon COL description VAL The Nikon 50mm F1.8G AF-S Nikkor Lens is remarkably lightweight and compact 50mm standard lens. Boasts a fast maximum aperture of f/1.8 that is ideal for low-light situations or when shallow depth of field is required. COL price VAL 179.1000 COL priceCurrency VAL GBP	COL title VAL Canon 24-70mm f/2.8L II USM EF Lens COL brand VAL Canon	1
COL title VAL Canon EF 100mm f/2.8 L Macro IS USM COL brand VAL Canon COL description VAL L-series qualityThe L-series is Canon's flagship professional lens range, representing the best in precision-designed EF optics. L-series lenses combine superior performance with superlative handling, and are resistant to dust and moisture.Hybrid Image StabilizerThe new Image Stabilizer designed specifically for inclusion in a macro lens. It is abl... COL price VAL 979 COL priceCurrency VAL EUR	COL title VAL Johnnie Walker Blue Label Whisky 700ml COL price VAL 249.99 COL priceCurrency VAL NZD	0
COL title VAL PH-1.2 P-Handle Bike Hex Set with Holder COL description VAL Engineered for fit, function, and leverage, these L-shaped shop quality hex wrenches are a must have for every workshop.PH-1.2 FEATURESHigh-torque, industrial steel wrenchesStraight hex shaft on the short side, ball end on the long sideIncludes 2, 2.5, 3, 4, 5, 6, 8, and 10mmComfortable, ergonomically designed nylon handles fit perfectly in your ha... COL price VAL 7.695E1 COL priceCurrency VAL USD	COL title VAL Crucial 4GB DDR4 2666MHz SO-DIMM Memory (RAM) Module COL brand VAL Crucial COL description VAL DDR4, 2666MHz, CL19, 1.2v, Lifetime Warranty COL price VAL 16.16 COL priceCurrency VAL GBP	0
COL title VAL Audio-Technica ATH-PRO7X Professional DJ Headphones COL brand VAL Audio-Technica COL description VAL Designed for professional DJs, the ATH-PRO7X features a powerful 2000 mW driver to deliver audio of the highest quality even at loud volumes. Extra long detachable cables give you the freedom to move behind the desk. COL price VAL 3757.00 COL priceCurrency VAL ZAR	COL title VAL Audio Technica ATH-M40x Professional Monitor Headphones COL brand VAL Audio Technica COL description VAL The high-performance ATH-M40x professional headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. COL price VAL 79.00 COL priceCurrency VAL GBP	0
COL title VAL Access Point|TP-LINK|300 Mbps|IEEE 802.3af|IEEE 802.11b|IEEE 802.11g|IEEE 802.11n|1xRJ45|Number of antennas 2|EAP115 COL description VAL Type Wireless Access Point | Data transmission speed 300 Mbps | IEEE 802.3af | IEEE 802.11b | IEEE 802.11g | IEEE 802.11n | 64, 128, 152-bit WEP | WPA - Wi-Fi Protected Access | WPA2 - Wi-Fi Protected Access | Antenna Type Built-in | Antenna Gain 3 dB | Number of antennas 2 | Wireless Frequency Range 2.4-2.4835GHz | Power supply requirements PoE or... COL price VAL 33.65 COL priceCurrency VAL EUR	COL title VAL Lant Shimano CN-HG601-11, 11 Viteze COL description VAL 11 viteze, 116 ZaleCompatibilSosea / MTB / E-BikeInclude Quick Link COL price VAL 123.00 COL priceCurrency VAL RON	0
COL title VAL Dymo 53713 Black On White - 24mm COL brand VAL Dymo COL description VAL Dymo S0720930 from Dymo Express. 53713 Black On White - White- 24mm. COL price VAL 15.14 COL priceCurrency VAL GBP	COL title VAL Dymo 40913 Black On White - 9mm COL brand VAL Dymo COL description VAL Dymo S0720680 from Dymo Express. 40913 Black On White - White- 9mm . COL price VAL 9.91 COL priceCurrency VAL GBP	0
COL title VAL Canon EF-S 55-250mm f/4-5.6 IS STM Lens COL brand VAL Canon COL description VAL Includes STM Stepper Motor for smooth Video Autofocus on certain modelsAffordable telephoto zoom lens88-400mm equivalent focal length4-stop Image Stabilizer with automatic panning detectionUD elementSuper Spectra coatingsCircular diaphramFilter Size: 58mm COL price VAL 6495 COL priceCurrency VAL ZAR	COL title VAL Lens Canon EF-M 18-150mm f / 3.5-6.3 IS STM COL price VAL 899 COL priceCurrency VAL BGN	0
COL title VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL brand VAL Corsair COL description VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL price VAL 179.99 COL priceCurrency VAL USD	COL title VAL Dura-Ace 9100 11-Speed Cassette 11-25T COL brand VAL Shimano COL description VAL ##Shimano Dura-Ace 9100 11-Speed Cassette 11-25TImprove your shifting efficiency with the Shimano Dura-Ace 9100 11-Speed Cassette 11-25T. This pro-level cassette is ultra-lightweight and features Shimano's rider tuned gearing for smooth shifting no matter what ratio you are running. The spider is constructed from a carbon fibre reinforced polymer (... COL price VAL 199 COL priceCurrency VAL GBP	0
COL title VAL SRAM Disc Brake Pad Set Organic Compound COL brand VAL SRAM COL description VAL Original equipment pads for no-compromise disc brake performance.Fits Hydraulic Road Disc, Level Ultimate and Level TLMSpecificationsCompound:OrganicHeat Sink:NoBacking Plate Material:SteelPad Shape Number:37 COL price VAL 24.99 COL priceCurrency VAL USD	COL title VAL SRAM Sram Level Ultimate, Level TLM Disc Brake Pads COL brand VAL SRAM COL description VAL Original equipment pads for no-compromise disc brake performance. COL price VAL 25.00 COL priceCurrency VAL USD	0
COL title VAL WD MY PASSPORT- 1TB RED WORLDWIDE COL description VAL External Hard Disk . COL price VAL 770000 COL priceCurrency VAL LBP	COL title VAL Traveler´s Notebook Refill 008 (Zipper Pouch) for Regular Size COL description VAL Zipper Pouchrefillfor Traveler´s Notebook Regular Size.1 Zippered Pouch and 1 open pouchDimensions (open): 21x23.5 (8x9.2 in. approx.)See all Traveler's Companyproducts.Made in Japan. COL price VAL 7.95 COL priceCurrency VAL CAD	0
COL title VAL iiyama ProLite XUB2792QSU-B1 LED display 68,6 cm (27\") Wide Quad HD Mat Noir COL description VAL iiyama ProLite XUB2792QSU-B1, 68,6 cm (27\"), 2560 x 1440 pixels, Wide Quad HD, LED, 5 ms, Noir COL price VAL 279 COL priceCurrency VAL EUR	COL title VAL iiyama Prolite 27\" XUB2792QSU-B1 WQHD IPS Monitor Tilt/Swivel/Pivot COL brand VAL iiyama COL description VAL 27\" iiyama Prolite XUB2792 WQHD IPS Monitor, 2560x1440, 5ms, 350cd/m2, DP/HDMI/DVI Speakers COL price VAL 254.48 COL priceCurrency VAL GBP	1
COL title VAL Epson Stylus Pro 9880 Black Photo Ink COL description VAL Epson Stylus Pro 9880 Black Photo Ink COL price VAL 93.88 COL priceCurrency VAL GBP	COL title VAL Crucial 500GB MX500 M.2 2880 SATA 6Gb/s SSD COL description VAL Crucial 500GB MX500 M.2 2880 SATA 6Gb/s SSD COL price VAL 54.39 COL priceCurrency VAL GBP	0
COL title VAL Samsung MLT-D103L must toonerikassett COL description VAL Samsung MLT-D103L must toonerikassett ~2,500 pages COL price VAL 37.60 COL priceCurrency VAL EUR	COL title VAL Pokemon Sword & Shield Booster pack COL brand VAL The Pokemon Company COL description VAL Start a New Journey & Meet New Pokémon V! Welcome to the Galar region! Meet more than a dozen powerful new Pokémon V, including the Legendary Zacian and Zamazenta—and some, like Stonjourner and Snorlax, that can evolve into enormous Pokémon VMAX for even more power! You’ll also find first partners Grookey, Scorbunny, and Sobble, little cuties like ... COL price VAL 3.99 COL priceCurrency VAL GBP	0
COL title VAL Fuji Fujinon XF 8-16mm F2.8 R WR COL brand VAL Fuji COL description VAL This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions. COL price VAL 1999.99 COL priceCurrency VAL USD	COL title VAL CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW16GX4M2C3000C15W COL brand VAL Corsair COL description VAL CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW16GX4M2C3000C15W COL price VAL 83.99 COL priceCurrency VAL USD	0
COL title VAL Cheap Replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03 COL description VAL Top AAA replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03 wholesale from China with cheap price.	COL title VAL Audemars Piguet-Audemars Piguet Royal Oak Chronograph 41mm Mens Watch-26331ST.OO.1220ST.02 COL description VAL Audemars Piguet-Audemars Piguet Royal Oak Chronograph 41mm Mens Watch-26331ST.OO.1220ST.02 COL price VAL 25000 COL priceCurrency VAL USD	0
COL title VAL Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007 COL brand VAL Daniel Wellington COL price VAL 140.83 COL priceCurrency VAL GBP	COL title VAL Shimano XT M8000 11-Speed Cassette - 11-40T COL description VAL Ride anywhere with smooth and precise gear changes. Improved driving efficiency and stable shifting. Shave bike weight off without sacrificing durability or reliability. With the new groupset we’ve realized our ultimate goal: an even better riding experience. Shifting is easier and more stable. Our gear combinations are rider-tuned. We’ve designed.... COL price VAL 80.00 COL priceCurrency VAL USD	0
COL title VAL SRT6KRMXLIAPC Smart-UPS SRT 6000VA RM 230V COL price VAL 4.71 COL priceCurrency VAL EUR	COL title VAL APC Schneider SMART-UPS SRT 3000VA RM 230V COL description VAL Part Number :SRT3000RMXLI COL price VAL 4706.00 COL priceCurrency VAL AUD	0
COL title VAL XPG SX8200 Pro M.2 256 GB PCI Express 3.0 3D TLC NVMe COL description VAL XPG SX8200 Pro 256GB PCIe Gen3x4 M.2 2280 COL price VAL 66.83 COL priceCurrency VAL EUR	COL title VAL ADATA SSD 256GB XPG SX8200 Pro PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s) COL brand VAL A-Data COL description VAL XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive The SX8200 Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, th... COL price VAL 53 COL priceCurrency VAL EUR	1
COL title VAL Audio-Technica ATH-M50X Professional Monitor Headphones - Black COL description VAL As the most critically acclaimed model in the M-Series line, the ATH-M50 is praised by top audio engineers and pro audio reviewers year after year. Now, the ATH-M50x professional monitor headphones feature the same coveted sonic signature, with the added feature of detachable cables. COL price VAL 149.00 COL priceCurrency VAL USD	COL title VAL Audio Technica ATH-M40x Professional Monitor Headphones COL brand VAL Audio Technica COL description VAL The high-performance ATH-M40x professional headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. COL price VAL 79.00 COL priceCurrency VAL GBP	0
COL title VAL CORSAIR New 8gb (1x8gb) Ddr4 2666mhz Vengeance CMK8GX4M1A2666C16 COL description VAL CORSAIR CMK8GX4M1A2666C16 New 8gb (1x8gb) Ddr4 2666mhz Vengeance Lpx Dimm 16-18-18-35 288-pin, 1.2v, Supports 6th Intel I5/i7, Lifetime Warranty COL price VAL 51 COL priceCurrency VAL AUD	COL title VAL 4GB DDR3-1866MHz Kingston HyperX Fury Black COL price VAL 564.00 COL priceCurrency VAL CZK	0
COL title VAL TP-Link EAP110 Access Point COL description VAL TP-Link EAP110 Access PointTP-Link EAP110 Access Point Wireless N speed up to 300Mbps EAP Controller Software Supports passive PoE for convenient installation Ceiling mounting design with chassis Wireless Access Point COL price VAL 8200.00 COL priceCurrency VAL KES	COL title VAL APC APCrbc110 Replacement Battery Cartridge #110 COL description VAL APC APCRBC110 Replacement Battery Cartridge #110• For UPS at home &; small businesses supporting computers &; network systems • Guaranteed compatibility with Back-UPS(TM) system • Easy hot-swap installation without downtime • Reliable battery for power spikes &; outages • Recyclable spill-free sealed batter COL price VAL 67.94 COL priceCurrency VAL USD	0
COL title VAL ADATA SX8200 Pro 256GB M.2 NVMe SSD ultra-fast PCIe Gen3x4 interface ,sustained peak read/write speeds of 3500/1200MB per second COL description VAL ADATA SX8200 Pro 256GB M.2 NVMe SSD ultra-fast PCIe Gen3x4 interface ,sustained peak read/write speeds of 3500/1200MB per second COL price VAL 92 COL priceCurrency VAL NZD	COL title VAL Samsung 970 EVO PLUS 250GB M.2 PCIe NVMe SSD COL description VAL Buy this Samsung 970 EVO PLUS 250GB M.2 PCIe NVMe SSD by SAMSUNG. Model MZ-V7S250BW coming as NEW COL price VAL 88.76 COL priceCurrency VAL GBP	0
COL title VAL Placa video Gigabyte Radeon RX 5500 XT OC 8GB GDDR6, 128-bit COL brand VAL GIGABYTE COL description VAL Garantie 36 luni COL price VAL 1143.99 COL priceCurrency VAL RON	COL title VAL ZEBRA 800015-101 BLACK RIBBON (1000 PRINTS) COL description VAL The Zebra 800015-101 black ribbon is a convenient and cost-efficient solution for printing sharp text and accurate barcodes. The monochrome resin utilises thermal printer ribbon technology to guarantee outstanding print results, ideal for security features and detailed designs. 1,000 prints per roll Black monochrome ribbon Use genuine Zebra product... COL price VAL 7.9 COL priceCurrency VAL GBP	0
COL title VAL 3M - Privacy Filter 22\"\" WideS COL description VAL 3M Privacy Filter 22\"\" WideS (PF322W) - Type: Andet tilbehør COL price VAL 1977.50 COL priceCurrency VAL DKK	COL title VAL 3M - PRIVACY FILTER 19IN LCD WIDESCREEN PRIVACY FILTER COL description VAL 3M PRIVACY FILTER 19IN LCD WIDESCREEN PRIVACY FILTER (PF319W) - Type: Annet Tilbehør COL price VAL 1968.75 COL priceCurrency VAL NOK	0
COL title VAL Planet Ocean 600M Omega Co-Axial Master Chronometer Chronograph 45.5mm 215.30.46.51.03.001 COL brand VAL Omega COL description VAL It was with OMEGA's maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The stylish OMEGA Seamaster Planet Ocean 600M Master Chronometer Chronograph pays homage to OMEGA's dive watch heritage.This model, with its scratch-resistant sapphire crystal, features a blue ceramic dial with Arabic numerals and a date window at the... COL price VAL 8450 COL priceCurrency VAL USD	COL title VAL AMD RYZEN 5 2400G Quad-Core 3.6 GHz (3.9 GHz Max Boost) Socket AM4 65W YD2400C5FBBOX Desktop Processor COL brand VAL AMD COL description VAL AMD RYZEN 5 2400G Quad-Core 3.6 GHz (3.9 GHz Max Boost) Socket AM4 65W YD2400C5FBBOX Desktop Processor	0
COL title VAL Corsair 8GB (1x8GB) 3000MHz CL16 Vengeance LPX Black COL price VAL 159 COL priceCurrency VAL PLN	COL title VAL CORSAIR New 8gb (1x8gb) Ddr4 2666mhz Vengeance CMK8GX4M1A2666C16 COL description VAL CORSAIR CMK8GX4M1A2666C16 New 8gb (1x8gb) Ddr4 2666mhz Vengeance Lpx Dimm 16-18-18-35 288-pin, 1.2v, Supports 6th Intel I5/i7, Lifetime Warranty COL price VAL 51 COL priceCurrency VAL AUD	0
COL title VAL Fujifilm XF 27mm f/2.8 Lens (Black) COL brand VAL Fujifilm COL description VAL Fujifilm X-mount Lens27mm Focal Length (35mm Equiv: 41mm)Aperture Range: f/2.8-16High-Torque DC Coreless AF MotorHT-EBC Lens CoatingAngle of View: 55.5°Minimum Focus: 13.4\"39mm Filter Diameter COL price VAL 7695 COL priceCurrency VAL ZAR	COL title VAL Fujifilm Fujinon XF 27mm f/2.8 black | 2 Years Warranty COL price VAL 347 COL priceCurrency VAL EUR	1
COL title VAL Shimano XT M8000 11 Speed Cassette COL brand VAL Shimano COL description VAL The XT M8000 11 Speed Cassette from Shimano is a new high performance 11-speed Dyna-Sys II Cassette. It uses hyperglide sprockets that have computer designed tooth configuration with contoured shift gates, this allows crisp smooth shifting , even under heavy loads. The close ratio gearing means you get a more efficient use of energy through the fin... COL price VAL £105.00 COL priceCurrency VAL GBP	COL title VAL Shimano Ultegra R8000 11 Speed Rear Cassette COL brand VAL Shimano COL description VAL Ultegra Cassette lightweight 11-speed HG-EV cassette with rigid alloy sprocket carrier for reduced weight and better shifting performance, even under the most demanding gear changes. The Hyper glide sprockets have been designed to reduce weight with improve teeth shaping providing accurate shifting and reduced wear. A wider gear range to meet the d... COL price VAL £85.00 COL priceCurrency VAL GBP	0
COL title VAL Epson C13T755440 T7554 Yellow Ink 39ml COL description VAL Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. That's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous test...	COL title VAL Epson C13T755440 XL Yellow Ink Cartridge 4k Yield COL description VAL Epson C13T755440 XL Yellow Ink Cartridge 4k Yield COL price VAL 64.23 COL priceCurrency VAL GBP	1
COL title VAL APC By Schneider Electric APC Replacement Battery Cartridge COL brand VAL APC COL description VAL Apc By Schneider Electric Apc Replacement Battery CartridgeAPC replacement battery cartridgeAPCRBC124 UPS Replacement Battery Cartridge # 124ManufacturerAmerican Power Conversion CorpManufacturer Part NumberAPCRBC124Manufacturer Website Addresshttp://www.apc.comBrand NameAPCProduct ModelAPCRBC124Product NameAPCRBC124 UPS Replacement Battery Cartrid... COL price VAL 84.99 COL priceCurrency VAL USD	COL title VAL Johnnie Walker Blue Label 0,7 ltr. COL price VAL 139.95 COL priceCurrency VAL EUR	0
COL title VAL Logitech H151 Stereo Headset On Ear Kabelgebunden COL brand VAL Logitech	COL title VAL Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack COL brand VAL Logitech COL description VAL Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack, In-Line Controls, PC/Mac/Laptop/Tablet/Smartphone - BlackCondition: NEWLogitech Stereo Headset H151. Speak clearly. Crisp calls with stereo sound make it easy to stay in touch. The noise-cancelling microphone reduces annoying background nois... COL price VAL 39.90 COL priceCurrency VAL GBP	1
COL title VAL Sigma 50mm F1.4 DG HSM Art Lens [Canon] COL description VAL The Canon EF mountSigma 50mm f/1.4 DG HSM Lensis a fast standard-length prime designed to achieve high optical performance through the incorporation of both three Special Low Dispersion glass elements and one molded glass aspherical element. These elements, coupled with an advanced optical design, work to minimize sagittal coma flare and chromatic ... COL price VAL 9.49E2 COL priceCurrency VAL USD	COL title VAL Sigma 105mm f1.4 DG HSM Art Lens for Canon COL description VAL 105mm Filter Size f/1.4 Aperture N/A Stabilized EF Mount The “Bokeh Master” Optical system delivering unsurpassed f/1.4 performance Exceptional peripheral brightness Dust and splash-proof structure Compatible with Canon Lens Aberration Correction Outstanding wide-aperture, mid-telephoto performance with F1.4 brightness atmaximum aperture, this lens... COL price VAL 1599.95 COL priceCurrency VAL USD	0
COL title VAL Epson - Premium Semi-Gloss Photo Paper - A4 - 20 Fogli - C13S041332 COL description VAL Carta fotografica semilucida premium 20fg 251gr 210x297mm EPSON COL price VAL 23.88 COL priceCurrency VAL EUR	COL title VAL Epson - Premium Glossy Photo Paper - 13x18cm - 30 Fogli - C13S042154 COL description VAL "Carta fotog. Lucida premium best 30fg 255gr 13x18cm (5X7"") EPSON" COL price VAL 15.52 COL priceCurrency VAL EUR	0
COL title VAL Hard Disk Drive WD My Passport WDBYNN0010BRD, 1TB, USB 3.0, rosu	COL title VAL Western Digital My Passport 1TB 2,5" USB 3.0 COL description VAL The My Passport drive is trusted, portable storage that gives you the confidence and freedom to drive forward in life. With a new, stylish design that fits in the palm of your hand, there’s space to store, organize, and share your photos, videos, music, and documents. COL price VAL 71.00 COL priceCurrency VAL EUR	0
COL title VAL Czapka New Era 39THIRTY New York Yankees - 10298279 COL brand VAL NEW ERA COL price VAL 136.41 COL priceCurrency VAL PLN	COL title VAL Casquette New Era NY Yankees MLB 9Fifty Cap COL price VAL 3.19E1 COL priceCurrency VAL EUR	0
COL title VAL Western Digital Blue SSD 250GB SATA M.2 2280 WDS250G2B0B COL brand VAL Western Digital COL price VAL 220.50 COL priceCurrency VAL PLN	COL title VAL Western Digital SSD M.22TB Blue 3D NAND COL price VAL 235.93	0
COL title VAL TRAVELER'S Notebook Blue // Passport COL description VAL Introducing plain refill paper produced in Japan with great care using Designphil’s original writing paper designed for maximum writability, inside a plain-texture cowhide cover made in Chiang Mai, Thailand. The refills are made to be the same size as passports so that TRAVELER’S notebook can also hold your passport. You can couple your favorite ty... COL price VAL 1.45E2 COL priceCurrency VAL MYR	COL title VAL Shimano Shimano PD-R7000 105 SPD-SL PEDAL W/O REFLECTOR W/CLEAT COL brand VAL Shimano COL description VAL Light and durable- 265 grams per pair. Sealed cartridge axle unit. Carbon fiber reinforced body and stainless steel axle. COL price VAL 149.99 COL priceCurrency VAL USD	0
COL title VAL Apple Apple Airpods Pro with Wireless Charging Case (MWP22CH/A) A2190 COL brand VAL Apple COL price VAL 199.99 COL priceCurrency VAL USD	COL title VAL Ryze Tech Tello Battery Charging Hub COL description VAL AboutRyze Tech Tello Battery Charging HubOverviewThe Tello Battery Charging Hub is designed for use with Tello Flight Batteries. It can accommodate up to three Tello Flight Batteries at the same time. The Tello Battery Charging Hub charges batteries in sequence according to their voltage levels, from highest to lowest.TipsThe Battery Charging Hub d... COL price VAL 25 COL priceCurrency VAL SGD	0
COL title VAL Gorra New Era Clean Trucker 2 NY Yankees Cap COL price VAL 2.19E1 COL priceCurrency VAL EUR	COL title VAL Dymo Label Casette D1 (19mm x 7m - Black On White) COL description VAL DYMO D1 Labels can be used with your LabelManager and LabelWriter Duo machines to produce clear, easy to read labels. They can adhere to an assortment of clean, flat surfaces including plastic, paper, metal, wood and glass, plus they feature easy-peel backs for quick application. There are an assortment of colours and tape widths available so you'l... COL price VAL 6.95 COL priceCurrency VAL AUD	0
