pair_id,sample_weight,agreement_count,pred_vote
58262024#25757705,1.0,3,0
75552500#9187011,1.0,3,0
94193655#87955598,1.0,3,0
88073129#49913360,1.0,3,1
9932421#49146483,1.0,3,0
91607349#57882906,1.0,3,0
74612575#1448629,1.0,3,0
8130501#64607330,1.0,3,0
66152591#54702023,1.0,3,0
28797890#16458906,1.0,3,0
51741857#76645893,1.0,3,0
94168884#39448463,1.0,3,1
76797257#88446522,1.0,3,1
94351044#56354267,1.0,3,0
18639975#31061866,1.0,3,0
39437318#56500373,1.0,3,0
84008510#26298839,1.0,3,0
95301262#66630102,1.0,3,0
37671415#51318537,1.0,3,1
34642657#29965958,1.0,3,0
23165688#17174163,1.0,3,0
64889535#96524902,1.0,3,0
93393039#3342135,1.0,3,0
17116847#7096661,1.0,3,0
23889723#5749619,1.0,3,0
41505583#55406516,1.0,3,0
75588119#35149551,1.0,3,0
64889535#95428009,1.0,3,0
23889723#4308600,1.0,3,0
68021989#68332855,1.0,3,0
75229781#905514,1.0,3,0
28797890#17216616,1.0,3,0
5749619#17116847,1.0,3,0
26995615#6881030,1.0,3,0
10723708#40470567,1.0,3,0
34522740#88160368,1.0,3,0
28316497#653566,1.0,3,0
30439582#65376715,1.0,3,0
81254738#39437318,1.0,3,0
96524902#20457621,1.0,3,1
85520596#49913360,1.0,3,0
50948610#43618988,1.0,3,0
67031613#31420716,1.0,3,0
75901191#60380041,1.0,3,0
59289884#320211,1.0,3,0
70181426#73197482,1.0,3,0
24307555#31051738,1.0,3,0
5039534#64791875,1.0,3,0
25024300#6455027,1.0,3,0
38525199#87240955,1.0,3,0
85675854#93405719,1.0,3,0
40063734#43644395,1.0,3,0
46998470#94578304,1.0,3,1
34088263#82666001,1.0,3,0
95301262#87136825,1.0,3,0
35633356#17037701,1.0,3,0
47032850#94391133,1.0,3,0
66609070#50948610,1.0,3,0
96835518#4150044,1.0,3,0
58262024#87240955,1.0,3,0
87219862#13877575,1.0,3,0
259815#15290237,1.0,3,0
34088263#44145250,1.0,3,0
51924648#98129540,1.0,3,0
7016292#61257806,1.0,3,0
5039534#26820221,1.0,3,0
71068694#9882201,1.0,3,0
47662466#7503553,1.0,3,0
43671477#11651896,1.0,3,0
84250472#3713378,1.0,3,0
25351062#76350435,1.0,3,0
78313618#59874069,1.0,3,0
89103846#77271618,1.0,3,0
16909124#57869707,1.0,3,0
7987227#95160580,1.0,3,0
92356380#25390993,1.0,3,0
94373108#66637530,1.0,3,1
20668617#54397772,1.0,3,0
69903032#62151951,1.0,3,0
92348266#36193101,1.0,3,1
12673715#75698787,1.0,3,0
88763472#48798939,1.0,3,1
48808155#12057738,1.0,3,0
12338419#34487169,1.0,3,0
98314225#45649802,1.0,3,0
34088263#52646581,1.0,3,0
8780477#10816,1.0,3,0
18968441#94391133,1.0,3,0
95170662#8023909,1.0,3,0
67991855#16909124,1.0,3,0
2237025#21436544,1.0,3,0
61938323#79528937,1.0,3,0
30439582#7862454,1.0,3,0
35807638#64535407,1.0,3,0
15602472#12958636,1.0,3,1
17216616#79860176,1.0,3,0
70600274#70600261,1.0,3,0
61891338#51664958,1.0,3,1
75908352#55641907,1.0,3,0
42621634#23947190,1.0,3,0
19506949#74381286,1.0,3,0
82364086#69524744,1.0,3,0
26650551#71498088,1.0,3,0
24700471#12424092,1.0,3,0
87481548#17145434,1.0,3,1
13853990#67240137,1.0,3,0
50999488#10171935,1.0,3,0
48310053#37652517,1.0,3,0
34959942#96710850,1.0,3,0
69281402#26217615,1.0,3,0
40979545#44098995,1.0,3,0
82666001#65411927,1.0,3,0
92054456#18750700,1.0,3,0
70983035#41822669,1.0,3,0
1000748#46709252,1.0,3,0
28635594#51914482,1.0,3,0
64252616#10723708,1.0,3,0
98129540#60545708,1.0,3,0
71693305#6969637,1.0,3,0
5108829#61891338,1.0,3,0
95170662#4308600,1.0,3,0
17954127#27491747,1.0,3,0
78926104#5057882,1.0,3,0
54397772#62305995,1.0,3,0
92798993#83244081,1.0,3,1
172054#77300355,1.0,3,0
85107531#64360600,1.0,3,0
50179606#96835518,1.0,3,0
1448629#10917978,1.0,3,1
92598888#44382672,1.0,3,1
56291879#67240137,1.0,3,0
35485275#21940746,1.0,3,1
75901191#54202524,1.0,3,0
37373317#49146483,1.0,3,0
48449418#35750776,1.0,3,0
76350435#7862454,1.0,3,0
36927878#94791347,1.0,3,0
36305406#13393487,1.0,3,0
33296026#64535407,1.0,3,0
28316497#9765844,1.0,3,0
31981847#58485839,1.0,3,0
42550257#4308600,1.0,3,0
62846191#31186504,1.0,3,0
48327523#59622337,1.0,3,0
77271618#2276717,1.0,3,0
69811580#20547394,1.0,3,0
95241878#73197482,1.0,3,1
66552236#70600300,1.0,3,0
44098995#9765844,1.0,3,0
6444657#10762448,1.0,3,0
83562709#89098364,1.0,3,0
49891889#85903724,1.0,3,0
10762448#77906357,1.0,3,0
41763354#17837225,1.0,3,1
31149883#84147645,1.0,3,0
87219862#83244081,1.0,3,0
27145682#39761380,1.0,3,0
19210924#97360314,1.0,3,0
89764257#60029334,1.0,3,0
65979382#42582657,1.0,3,0
193593#60257213,1.0,3,0
94373108#75901191,1.0,3,0
69540904#17756835,1.0,3,0
44917290#65979382,1.0,3,0
10547369#37818105,1.0,3,0
1748964#13084603,1.0,3,0
10723708#27147725,1.0,3,0
50179606#13393487,1.0,3,0
56500373#61901186,1.0,3,0
80363785#56500373,1.0,3,1
2300726#25749336,1.0,3,0
24307555#47240346,1.0,3,0
23833261#60595831,1.0,3,0
85107531#69644238,1.0,3,0
62254612#18344350,1.0,3,1
31928950#65159550,1.0,3,0
40624769#38058369,1.0,3,0
59887473#2357764,1.0,3,1
5749619#7096661,1.0,3,0
57106905#25757705,1.0,3,0
34090287#19210924,1.0,3,0
74225977#73023967,1.0,3,0
35590306#45649802,1.0,3,0
56774153#31572294,1.0,3,0
54519492#51109166,1.0,3,0
70600274#70600296,1.0,3,0
20457621#55596658,1.0,3,0
22001291#38999889,1.0,3,0
48808155#33850542,1.0,3,0
35076842#12673715,1.0,3,0
88797158#78273504,1.0,3,0
175833#87371358,1.0,3,0
52322597#51215765,1.0,3,0
68689905#77271618,1.0,3,0
42626545#19743674,1.0,3,0
58726767#19653009,1.0,3,0
64607330#67240137,1.0,3,1
41314656#5108829,1.0,3,0
9329468#11681031,1.0,3,0
14276753#77964245,1.0,3,0
10330385#4150044,1.0,3,0
61938323#96381958,1.0,3,0
75400332#48449418,1.0,3,0
88602235#15602472,1.0,3,0
97008126#95428009,1.0,3,0
39759360#54559293,1.0,3,0
15073430#94193655,1.0,3,0
56500373#95788693,1.0,3,0
75908352#51581207,1.0,3,0
8374819#23165688,1.0,3,0
65287375#28849323,1.0,3,0
95577039#34090287,1.0,3,1
36116228#54702023,1.0,3,0
23947190#48457802,1.0,3,0
6817074#13986277,1.0,3,0
48314206#74930475,1.0,3,1
39944551#57208331,1.0,3,0
70181426#1574817,1.0,3,0
10330385#32359565,1.0,3,0
60380041#37417537,1.0,3,0
55641907#64535407,1.0,3,0
19820120#36026562,1.0,3,0
29386919#71498088,1.0,3,0
92356380#72237540,1.0,3,0
55641907#97360314,1.0,3,0
27145682#80543447,1.0,3,0
48925354#23947190,1.0,3,0
68659568#76350435,1.0,3,1
77145447#53447026,1.0,3,0
79139250#35439433,1.0,3,0
23165688#48647262,1.0,3,0
69903032#84940611,1.0,3,0
48310053#1029315,1.0,3,0
36985187#6455027,1.0,3,0
88171897#77641222,1.0,3,0
70600274#86597447,1.0,3,0
47662466#80363785,1.0,3,0
79295#63436905,1.0,3,0
19610940#40771441,1.0,3,1
74381286#97008126,1.0,3,0
29988045#67945340,1.0,3,0
92702787#63117104,1.0,3,0
11241255#51901808,1.0,3,0
59226089#65761443,1.0,3,0
67945340#2563741,1.0,3,0
62846191#96441135,1.0,3,0
5662042#39944551,1.0,3,0
808263#66292005,1.0,3,1
69411201#79097615,1.0,3,0
79812958#53563141,1.0,3,0
8104033#12285597,1.0,3,0
6881030#65159550,1.0,3,0
76275317#14625144,1.0,3,0
70600296#26109768,1.0,3,0
84036223#29009865,1.0,3,0
70352977#34075163,1.0,3,0
8145012#87481548,1.0,3,0
81296852#426230,1.0,3,0
2254995#54559293,1.0,3,0
47337045#37931146,1.0,3,0
12424092#9716045,1.0,3,0
777189#3980193,1.0,3,0
69540904#94945290,1.0,3,0
9716045#13893314,1.0,3,0
34597503#7987227,1.0,3,0
41119591#66465346,1.0,3,0
7138298#288189,1.0,3,0
77641222#74111438,1.0,3,1
40524988#26995615,1.0,3,0
35489837#45667657,1.0,3,0
18178431#55993507,1.0,3,0
84347869#19743674,1.0,3,0
46963156#60071236,1.0,3,0
57869707#67991855,1.0,3,0
89098364#63634340,1.0,3,0
9329468#53579521,1.0,3,0
87327065#84036223,1.0,3,0
12057738#1748964,1.0,3,1
56291879#61891338,1.0,3,0
75059939#7016292,1.0,3,0
55205314#4734872,1.0,3,0
49913360#35489837,1.0,3,0
5197574#19653009,1.0,3,0
26650551#69540904,1.0,3,0
66218491#25573269,1.0,3,1
50999488#64225057,1.0,3,0
35489837#15196749,1.0,3,0
84036223#4232352,1.0,3,0
29988045#36649389,1.0,3,1
16938908#55596658,1.0,3,0
51710206#98314225,1.0,3,1
76999933#2634172,1.0,3,0
98314225#38669053,1.0,3,0
70768754#75102581,1.0,3,0
50968746#10723708,1.0,3,0
8452869#30439582,1.0,3,1
38374739#36193101,1.0,3,0
48925354#72086860,1.0,3,0
98314225#24700471,1.0,3,0
74225977#89113825,1.0,3,0
87136825#37466646,1.0,3,0
73296694#54285160,1.0,3,0
10373021#42582657,1.0,3,0
13086482#78329795,1.0,3,0
52322597#13198672,1.0,3,0
13640797#74172078,1.0,3,0
757201#48880627,1.0,3,0
53397183#458256,1.0,3,0
51914482#13853990,1.0,3,1
65193938#82724964,1.0,3,0
9185300#13621719,1.0,3,0
66465346#23442471,1.0,3,0
9716045#1029315,1.0,3,1
44098995#13853990,1.0,3,0
11344076#25749336,1.0,3,1
72086860#34174042,1.0,3,0
2740878#93617759,1.0,3,0
77964245#75380050,1.0,3,0
74622289#71190761,1.0,3,0
8780477#17174163,1.0,3,0
85663923#73296694,1.0,3,0
91105987#13893314,1.0,3,0
80790800#28502826,1.0,3,0
36927878#34597503,1.0,3,0
84036223#67880656,1.0,3,0
37931146#63008653,1.0,3,0
42076543#64112411,1.0,3,1
40624769#28849323,1.0,3,0
37417537#23345904,1.0,3,1
34522740#39544839,1.0,3,0
47929214#46998470,1.0,3,0
39761380#93035933,1.0,3,1
60545708#61891338,1.0,3,0
3129229#43618988,1.0,3,0
26217615#47032850,1.0,3,0
76164350#37652517,1.0,3,1
40940816#35109084,1.0,3,0
18344350#84036223,1.0,3,0
44917290#6086571,1.0,3,0
18178431#32252152,1.0,3,1
51775601#96441135,1.0,3,1
61917173#15311130,1.0,3,0
62305995#68689905,1.0,3,1
5039534#57354491,1.0,3,0
18929113#81254738,1.0,3,0
36305406#97360314,1.0,3,0
20206361#20448379,1.0,3,0
2237025#31186504,1.0,3,0
80362350#42670956,1.0,3,0
32021675#14918547,1.0,3,0
49891889#599182,1.0,3,0
81254738#65193938,1.0,3,0
54702023#26650551,1.0,3,0
55124457#59874069,1.0,3,0
59887473#43886265,1.0,3,0
57698050#81011691,1.0,3,0
18510686#67880656,1.0,3,0
54702023#96667020,1.0,3,1
81011691#7862454,1.0,3,1
96601666#71068694,1.0,3,0
2163360#27491847,1.0,3,0
3129229#97281594,1.0,3,0
22017852#61938323,1.0,3,0
37373317#14276753,1.0,3,1
87645646#33850542,1.0,3,0
63926920#23943532,1.0,3,0
84147645#1748964,1.0,3,0
599182#29851431,1.0,3,0
42550257#16489844,1.0,3,0
94193655#47240346,1.0,3,0
18688923#20665199,1.0,3,0
5563597#37417537,1.0,3,0
22550534#40470567,1.0,3,0
44923081#90931340,1.0,3,0
28797891#20008769,1.0,3,0
51109166#18140756,1.0,3,1
19140046#12057738,1.0,3,0
93222484#97936921,1.0,3,0
10218816#30137322,1.0,3,0
22001291#7039861,1.0,3,0
48925354#37671415,1.0,3,0
48310053#37531391,1.0,3,1
9225217#82324884,1.0,3,0
31572294#78313618,1.0,3,0
69903032#10547369,1.0,3,0
23792229#82209636,1.0,3,1
53579521#85520596,1.0,3,0
9225217#96705065,1.0,3,0
12958636#40170577,1.0,3,0
24607772#72237540,1.0,3,1
59874069#31572294,1.0,3,0
54728016#95301262,1.0,3,0
9187011#25096603,1.0,3,0
81138609#36342541,1.0,3,0
42076543#49913360,1.0,3,0
70509448#19320609,1.0,3,0
70533385#21214984,1.0,3,0
20206361#66637530,1.0,3,0
18640012#40524988,1.0,3,0
77906357#91438386,1.0,3,1
51836529#88763472,1.0,3,0
75294597#23792229,1.0,3,0
87240955#81558327,1.0,3,0
51215765#55205314,1.0,3,0
87371358#82274481,1.0,3,0
17364188#35823397,1.0,3,0
33541592#66630102,1.0,3,0
77145447#25895411,1.0,3,0
69540904#35149551,1.0,3,0
18750700#4395083,1.0,3,0
8452869#66441075,1.0,3,1
74898883#43644395,1.0,3,0
95577039#52126910,1.0,3,0
81004909#2254995,1.0,3,0
12391221#94813013,1.0,3,1
79860176#18929113,1.0,3,0
74414069#17092441,1.0,3,0
14276753#79139250,1.0,3,0
61917173#85065034,1.0,3,0
32252152#74646862,1.0,3,0
25749336#10032550,1.0,3,0
54202524#71190761,1.0,3,0
42782136#73296694,1.0,3,0
92054456#5039915,1.0,3,0
9563912#10330385,1.0,3,0
92356380#66441075,1.0,3,0
95160580#35489837,1.0,3,1
70600300#89714881,1.0,3,0
6873873#35760433,1.0,3,0
13613251#2740878,1.0,3,0
55406516#53447026,1.0,3,0
44917290#12577609,1.0,3,0
76999933#44098995,1.0,3,0
48449418#76343774,1.0,3,0
64360600#32792490,1.0,3,0
395201#53799536,1.0,3,0
13877575#57882906,1.0,3,0
13893314#43644395,1.0,3,0
16176339#84147645,1.0,3,0
81714923#48050949,1.0,3,0
35642956#11297103,1.0,3,1
55164507#53262633,1.0,3,1
5749619#17521071,1.0,3,0
12391221#20008769,1.0,3,0
59289884#259815,1.0,3,0
96705065#24438834,1.0,3,0
5108829#56291879,1.0,3,1
28635594#39761380,1.0,3,0
80362350#17364188,1.0,3,0
37466646#50044587,1.0,3,0
54700185#75102581,1.0,3,0
90886706#74622289,1.0,3,0
23165688#95577039,1.0,3,0
13640797#42670956,1.0,3,0
96705065#82324884,1.0,3,0
25390993#47154861,1.0,3,0
59289884#33850542,1.0,3,1
13389192#24909859,1.0,3,1
19411771#94791347,1.0,3,0
51836529#66204747,1.0,3,0
29226990#40002118,1.0,3,0
68023169#19610940,1.0,3,0
16174398#80185739,1.0,3,0
23947190#98235372,1.0,3,0
49146483#777189,1.0,3,0
59825579#40940816,1.0,3,0
85012455#5662042,1.0,3,0
17116847#12204925,1.0,3,0
41822669#16628120,1.0,3,0
49991167#85641193,1.0,3,0
12832490#37931146,1.0,3,0
64252616#55705301,1.0,3,0
91607349#50948610,1.0,3,0
17326659#17682913,1.0,3,0
71514451#25351062,1.0,3,0
31493300#39376372,1.0,3,0
94596740#85641193,1.0,3,1
29988045#2563741,1.0,3,0
8023909#12391221,1.0,3,0
35823397#32383258,1.0,3,0
13893314#89189013,1.0,3,0
54700185#7547159,1.0,3,0
75102581#90931340,1.0,3,0
48715831#55284959,1.0,3,0
70983035#22122748,1.0,3,0
94391133#67880656,1.0,3,0
66218491#36342541,1.0,3,0
24438834#9225217,1.0,3,1
83951045#82724964,1.0,3,0
40007298#22110995,1.0,3,1
20665199#18682580,1.0,3,0
57882906#85903724,1.0,3,0
50972713#50118951,1.0,3,0
74612575#30439582,1.0,3,0
24163225#84810462,1.0,3,1
6881030#31587846,1.0,3,0
85663923#48647262,1.0,3,0
14443054#96835518,1.0,3,0
33296026#81004909,1.0,3,0
34522740#5057882,1.0,3,0
25083386#56493397,1.0,3,0
10547369#81558327,1.0,3,0
84036223#72636167,1.0,3,0
80363785#21688304,1.0,3,0
50118951#39761380,1.0,3,0
77906357#22206925,1.0,3,1
61257806#35750776,1.0,3,0
9563912#17447786,1.0,3,1
61257806#15602472,1.0,3,0
51850183#48925354,1.0,3,0
21038841#50968746,1.0,3,0
35750776#96715844,1.0,3,0
96595462#59887473,1.0,3,0
86510416#9238663,1.0,3,0
19669552#17116847,1.0,3,1
19585056#83052078,1.0,3,0
71834414#2160536,1.0,3,1
81486182#68571415,1.0,3,1
78273504#82614828,1.0,3,0
51741857#17145434,1.0,3,0
54202524#10997532,1.0,3,0
87240955#32359565,1.0,3,0
65287375#69062083,1.0,3,0
58485839#81865746,1.0,3,1
9185300#54788213,1.0,3,0
37931146#22206925,1.0,3,0
43644395#17738556,1.0,3,0
88944870#78513705,1.0,3,0
36985187#27491747,1.0,3,0
84686125#71514451,1.0,3,1
98456180#94813013,1.0,3,0
621820#83586196,1.0,3,0
10009728#68689905,1.0,3,0
74111438#69249199,1.0,3,0
75134238#37931146,1.0,3,0
44098995#80363785,1.0,3,0
29965958#42782136,1.0,3,0
19320609#39759360,1.0,3,0
66481726#81011691,1.0,3,0
21520858#86136546,1.0,3,0
96715844#83052078,1.0,3,0
19610472#71190761,1.0,3,1
95788693#19338654,1.0,3,0
35807638#41505583,1.0,3,1
95788693#66630102,1.0,3,0
81738033#94168884,1.0,3,0
48925354#9238663,1.0,3,0
48050949#73023967,1.0,3,0
71514451#90886706,1.0,3,0
38525199#66789257,1.0,3,0
18929113#39944551,1.0,3,0
21421662#40063734,1.0,3,1
57106905#22206925,1.0,3,0
35572402#23442471,1.0,3,1
45065236#79295,1.0,3,0
11681031#60029334,1.0,3,0
36193101#47337045,1.0,3,0
25096603#64112411,1.0,3,0
94576846#81714923,1.0,3,0
66481726#84686125,1.0,3,0
8452869#45667657,1.0,3,0
40979545#45667657,1.0,3,0
45649802#12958636,1.0,3,0
87765870#78513705,1.0,3,0
88944870#51581207,1.0,3,0
10762448#82324884,1.0,3,0
85012455#3342135,1.0,3,1
94168884#24909859,1.0,3,0
79812958#31061866,1.0,3,0
62305995#13198672,1.0,3,0
63117104#77300355,1.0,3,1
38774023#53540754,1.0,3,0
64607330#84783221,1.0,3,0
34075163#94791347,1.0,3,0
40624769#46963156,1.0,3,0
8374819#73018266,1.0,3,0
85520596#70509448,1.0,3,0
3365489#57297547,1.0,3,0
68021989#18750700,1.0,3,1
35823397#26995615,1.0,3,0
24163225#6628173,1.0,3,0
60950692#32663296,1.0,3,0
96601666#15279595,1.0,3,0
94576846#54285160,1.0,3,0
95301262#64225057,1.0,3,1
42080094#2053522,1.0,3,0
40771441#64112411,1.0,3,0
33541592#49285911,1.0,3,0
94578304#9765844,1.0,3,1
27915727#24504646,1.0,3,0
6976859#40524988,1.0,3,0
86597447#66763358,1.0,3,0
82614828#16938908,1.0,3,0
53447026#18178431,1.0,3,0
57297547#75933939,1.0,3,0
17738556#55406516,1.0,3,0
95846717#40007298,1.0,3,0
73018266#32383258,1.0,3,0
7987227#86890239,1.0,3,1
97975290#95111575,1.0,3,0
33296026#54202524,1.0,3,0
14576013#16566641,1.0,3,0
97936921#50403133,1.0,3,0
24072080#47240346,1.0,3,0
57106905#38525199,1.0,3,0
95170662#2254995,1.0,3,0
17116847#61938323,1.0,3,0
24315621#29177746,1.0,3,1
69411201#81296852,1.0,3,0
51215765#9494941,1.0,3,0
47272682#70509448,1.0,3,0
27491747#3980193,1.0,3,0
84271012#66481726,1.0,3,0
88944870#97360314,1.0,3,0
57106905#11413382,1.0,3,0
42550257#71498088,1.0,3,1
20822871#40086606,1.0,3,0
43098472#46709252,1.0,3,0
83244081#49891889,1.0,3,1
66609070#94813013,1.0,3,0
55993507#599182,1.0,3,0
16176339#39759360,1.0,3,0
48310053#9716045,1.0,3,0
82666001#57574501,1.0,3,1
62305995#77271618,1.0,3,0
71622657#74315994,1.0,3,0
15196749#34597503,1.0,3,1
58262024#57106905,1.0,3,0
39437318#37762589,1.0,3,0
66763358#47662466,1.0,3,0
8810340#66001502,1.0,3,0
14022878#87219862,1.0,3,0
50100211#13853990,1.0,3,0
44917290#40063734,1.0,3,0
17058930#41270447,1.0,3,0
8780477#3980193,1.0,3,0
26298839#67818648,1.0,3,0
25749336#6873873,1.0,3,0
74612575#1029315,1.0,3,0
88446522#55205314,1.0,3,0
87219862#49891889,1.0,3,0
37466646#84036223,1.0,3,1
29851431#6601115,1.0,3,1
50118951#93035933,1.0,3,0
11413382#25757705,1.0,3,0
12577609#44098995,1.0,3,0
20822871#78926104,1.0,3,0
35633356#69249199,1.0,3,0
97975290#97485069,1.0,3,0
61917173#54656829,1.0,3,0
50968746#24072080,1.0,3,0
84810462#66001502,1.0,3,0
70600296#12558301,1.0,3,0
9026518#57106905,1.0,3,0
87219862#66481726,1.0,3,0
88331613#24936536,1.0,3,0
30137322#777189,1.0,3,0
35823397#41763354,1.0,3,0
45667657#92702787,1.0,3,1
45065236#35149551,1.0,3,0
5836988#35149551,1.0,3,0
88160368#70600300,1.0,3,0
19338654#175833,1.0,3,0
53397183#10723708,1.0,3,0
84081996#57882906,1.0,3,0
66204747#75229781,1.0,3,0
64252616#26714094,1.0,3,0
96482852#17058930,1.0,3,0
95938196#23889723,1.0,3,0
95160580#74932360,1.0,3,0
444965#88944870,1.0,3,0
12409643#57241644,1.0,3,0
54519492#47337045,1.0,3,0
72086860#15290237,1.0,3,0
24072080#66097781,1.0,3,0
2926780#47337045,1.0,3,0
40170577#69644238,1.0,3,0
18929113#81752586,1.0,3,0
71693305#20822871,1.0,3,1
48449418#36649389,1.0,3,0
69644238#95160580,1.0,3,0
4895903#66292005,1.0,3,0
54559293#7016292,1.0,3,0
56493397#96705065,1.0,3,0
55406516#94697384,1.0,3,0
16628120#24504646,1.0,3,0
51850183#69903032,1.0,3,0
2803990#7004489,1.0,3,1
63688174#69811580,1.0,3,0
49146483#75380050,1.0,3,1
75317094#82364086,1.0,3,0
80085603#65193938,1.0,3,0
35489837#43886265,1.0,3,0
599182#67959173,1.0,3,0
81254738#90931340,1.0,3,0
16566641#17682913,1.0,3,0
82217045#35149551,1.0,3,0
70768754#84036223,1.0,3,0
42626545#93799137,1.0,3,1
905514#95846717,1.0,3,0
84250472#82049746,1.0,3,0
34522740#94929528,1.0,3,0
15602472#66637530,1.0,3,0
98258448#17521071,1.0,3,0
69062083#44382672,1.0,3,0
6997147#16458906,1.0,3,1
35149551#28958152,1.0,3,0
58485839#11754903,1.0,3,0
13613251#28502826,1.0,3,0
3342135#38374739,1.0,3,0
54499706#50100211,1.0,3,0
2563741#84271012,1.0,3,0
6601115#42076543,1.0,3,0
67240137#6817074,1.0,3,0
60743541#4150044,1.0,3,0
27147725#78273504,1.0,3,0
93405719#88171897,1.0,3,0
84810462#13613251,1.0,3,0
17713434#54285160,1.0,3,0
19506949#79097615,1.0,3,0
97485069#27491847,1.0,3,0
71884441#61938323,1.0,3,0
59622337#70600274,1.0,3,0
75294597#95788693,1.0,3,1
10917978#2724789,1.0,3,0
75552500#10032550,1.0,3,0
55596658#36319925,1.0,3,0
78513705#64535407,1.0,3,0
16909124#47272682,1.0,3,0
62009379#84718207,1.0,3,0
31493300#74315994,1.0,3,1
4646691#94373108,1.0,3,0
66481726#1875778,1.0,3,0
3038793#74612575,1.0,3,0
16489844#8452869,1.0,3,0
7039861#13084603,1.0,3,0
89714881#5039534,1.0,3,0
74111438#95241878,1.0,3,0
21436544#64438918,1.0,3,0
87765870#6315279,1.0,3,0
24438834#83562709,1.0,3,0
6969637#89103846,1.0,3,0
14022878#49891889,1.0,3,0
76164350#426230,1.0,3,0
30893225#2160536,1.0,3,0
7861704#18225168,1.0,3,0
61257806#6628173,1.0,3,0
24721936#45667657,1.0,3,0
96381958#924199,1.0,3,0
69062083#17837225,1.0,3,1
55406516#79139250,1.0,3,1
8865735#60950692,1.0,3,0
30137322#51933885,1.0,3,0
2803990#64360600,1.0,3,0
74111438#23276091,1.0,3,0
50403133#71622657,1.0,3,0
66204747#33850542,1.0,3,0
34487169#76343774,1.0,3,0
23442471#88025577,1.0,3,0
68675078#9716045,1.0,3,0
23345904#51914482,1.0,3,0
63634340#57914917,1.0,3,0
56291879#13084603,1.0,3,0
51901808#43098472,1.0,3,0
46709252#11241255,1.0,3,0
9494941#12285597,1.0,3,0
70352977#17116847,1.0,3,0
17092441#96601666,1.0,3,0
10816#48938134,1.0,3,0
68819356#56744482,1.0,3,0
31149883#47240346,1.0,3,0
9225217#17145434,1.0,3,0
2357764#19320609,1.0,3,0
28958152#55641907,1.0,3,0
98456180#70352977,1.0,3,0
92356380#5651476,1.0,3,0
16909124#193593,1.0,3,0
67880656#21421662,1.0,3,0
75784220#95788693,1.0,3,0
5749619#86136546,1.0,3,0
14918547#71458103,1.0,3,0
48327523#9882201,1.0,3,0
175833#96441135,1.0,3,0
49991167#60950692,1.0,3,1
13640797#18762312,1.0,3,0
35417651#22110995,1.0,3,0
94576846#27491747,1.0,3,0
8865735#9765844,1.0,3,0
17092441#19210924,1.0,3,0
48327523#51836529,1.0,3,1
26298839#37417537,1.0,3,0
51933885#63634340,1.0,3,0
35439433#43644395,1.0,3,0
66390507#61257806,1.0,3,0
42621634#68023169,1.0,3,0
40086606#89764257,1.0,3,0
94945290#88414713,1.0,3,0
48938134#55205314,1.0,3,0
43671477#52499440,1.0,3,0
10330385#10171935,1.0,3,0
89113825#81714923,1.0,3,0
68400481#92702787,1.0,3,0
70600296#70600300,1.0,3,0
10762448#94578304,1.0,3,1
66630102#82274481,1.0,3,0
10330385#3713378,1.0,3,0
17954127#40979545,1.0,3,0
17174163#68021989,1.0,3,0
83562709#94576846,1.0,3,0
86039608#59226089,1.0,3,0
51914482#21038841,1.0,3,0
94391133#47008330,1.0,3,0
57698050#95017941,1.0,3,0
26714094#47662466,1.0,3,0
9329468#48327523,1.0,3,0
51836529#51933885,1.0,3,0
66218491#23923095,1.0,3,0
75317094#57107958,1.0,3,0
66789257#11297103,1.0,3,0
2926780#66097781,1.0,3,0
24315621#55427773,1.0,3,0
20008769#11297103,1.0,3,0
97975290#10132766,1.0,3,0
40002118#49146483,1.0,3,0
81865746#90886706,1.0,3,0
85074682#49891889,1.0,3,0
16938908#94373108,1.0,3,0
9932421#888946,1.0,3,0
81138609#55641907,1.0,3,1
26109768#10917978,1.0,3,0
34522740#74930475,1.0,3,0
40979545#24721936,1.0,3,1
40555870#444965,1.0,3,0
74932360#12338419,1.0,3,1
66204747#25096603,1.0,3,0
56500373#89189013,1.0,3,0
71622657#26995615,1.0,3,1
97360314#94596740,1.0,3,0
98129540#24931990,1.0,3,0
97485069#38525199,1.0,3,0
11874069#35807638,1.0,3,1
38999889#42244827,1.0,3,0
26109768#19411771,1.0,3,0
54285160#31051738,1.0,3,0
63800622#88171897,1.0,3,0
15290237#2163360,1.0,3,1
46998470#28316497,1.0,3,0
42670956#16489844,1.0,3,0
6628173#86011983,1.0,3,0
86597447#76275317,1.0,3,0
55406516#74898883,1.0,3,1
19610472#91798176,1.0,3,0
21318183#51741857,1.0,3,0
15279595#74414069,1.0,3,0
35493301#68659568,1.0,3,0
50118951#61938323,1.0,3,0
54109462#7039861,1.0,3,0
17326659#11651896,1.0,3,0
80543447#40976538,1.0,3,0
68571415#85903724,1.0,3,0
17131328#35439433,1.0,3,0
72237540#96705065,1.0,3,0
56500373#35642956,1.0,3,0
22110995#48880627,1.0,3,0
57297547#21318183,1.0,3,0
75102581#88025577,1.0,3,0
47154861#42076543,1.0,3,0
60029334#24925549,1.0,3,0
50973979#12409643,1.0,3,0
5662042#3365489,1.0,3,0
74930475#78926104,1.0,3,0
92598888#24700471,1.0,3,0
67388462#91438386,1.0,3,0
6315279#48675264,1.0,3,1
60743541#47240346,1.0,3,0
