idx,pair_id,gold
1156,19610940#40771441,1
1157,74381286#97008126,0
1158,29988045#67945340,0
1159,92702787#63117104,0
1160,11241255#51901808,0
1161,59226089#65761443,0
1162,67945340#2563741,0
1163,62846191#96441135,0
1164,5662042#39944551,0
1165,808263#66292005,1
1166,77145447#65991083,0
1167,69411201#79097615,0
1168,79812958#53563141,0
1169,8104033#12285597,0
1170,6881030#65159550,0
1171,76275317#14625144,0
1172,70600296#26109768,0
1173,84036223#29009865,0
1174,70352977#34075163,0
1175,8145012#87481548,0
1176,81296852#426230,0
1177,2254995#54559293,0
1178,47337045#37931146,0
1179,12424092#9716045,0
1180,777189#3980193,0
1181,69540904#94945290,0
1182,9716045#13893314,0
1183,34597503#7987227,0
1184,41119591#66465346,0
1185,7138298#288189,0
1186,77641222#74111438,1
1187,40524988#26995615,0
1188,35489837#45667657,0
1189,32792490#60950692,0
1190,18178431#55993507,0
1191,84347869#19743674,0
1192,46963156#60071236,0
1193,57869707#67991855,0
1194,89098364#63634340,0
1195,9329468#53579521,0
1196,87327065#84036223,0
1197,12057738#1748964,1
1198,56291879#61891338,0
1199,75059939#7016292,0
1200,55205314#4734872,0
1201,49913360#35489837,0
1202,5197574#19653009,0
1203,26650551#69540904,0
1204,66218491#25573269,1
1205,50999488#64225057,0
1206,35489837#15196749,0
1207,84036223#4232352,0
1208,29988045#36649389,1
1209,16938908#55596658,0
1210,51710206#98314225,1
1211,76999933#2634172,0
1212,98314225#38669053,0
1213,70768754#75102581,0
1214,50968746#10723708,0
1215,8452869#30439582,1
1216,38374739#36193101,0
1217,48925354#72086860,0
1218,98314225#24700471,0
1219,74225977#89113825,0
1220,87136825#37466646,0
1221,73296694#54285160,0
1222,10373021#42582657,0
1223,13086482#78329795,0
1224,52322597#13198672,0
1225,13640797#74172078,0
1226,757201#48880627,0
1227,53397183#458256,0
1228,51914482#13853990,1
1229,65193938#82724964,0
1230,9185300#13621719,0
1231,66465346#23442471,0
1232,9716045#1029315,1
1233,44098995#13853990,0
1234,11344076#25749336,1
1235,72086860#34174042,0
1236,2740878#93617759,0
1237,77964245#75380050,0
1238,74622289#71190761,0
1239,8780477#17174163,0
1240,85663923#73296694,0
1241,91105987#13893314,0
1242,80790800#28502826,0
1243,36927878#34597503,0
1244,84036223#67880656,0
1245,37931146#63008653,0
1246,42076543#64112411,1
1247,40624769#28849323,0
1248,37417537#23345904,1
1249,34522740#39544839,0
1250,47929214#46998470,0
1251,39761380#93035933,1
1252,60545708#61891338,0
1253,3129229#43618988,0
1254,26217615#47032850,0
1255,76164350#37652517,0
1256,40940816#35109084,0
1257,18344350#84036223,0
1258,26109768#81558327,0
1259,44917290#6086571,0
1260,18178431#32252152,1
1261,51775601#96441135,1
1262,61917173#15311130,0
1263,62305995#68689905,1
1264,5039534#57354491,0
1265,18929113#81254738,0
1266,36305406#97360314,0
1267,20206361#20448379,0
1268,2237025#31186504,0
1269,80362350#42670956,0
1270,32021675#14918547,0
1271,49891889#599182,0
1272,81254738#65193938,0
1273,54702023#26650551,0
1274,55124457#59874069,0
1275,59887473#43886265,0
1276,57698050#81011691,0
1277,18510686#67880656,0
1278,54702023#96667020,1
1279,81011691#7862454,1
1280,96601666#71068694,0
1281,2163360#27491847,0
1282,3129229#97281594,0
1283,22017852#61938323,0
1284,37373317#14276753,1
1285,87645646#33850542,0
1286,63926920#23943532,0
1287,84147645#1748964,0
1288,599182#29851431,0
1289,42550257#16489844,0
1290,94193655#47240346,0
1291,18688923#20665199,0
1292,5563597#37417537,0
1293,22550534#40470567,0
1294,44923081#90931340,0
1295,28797891#20008769,0
1296,51109166#18140756,1
1297,19140046#12057738,0
1298,93222484#97936921,0
1299,10218816#30137322,0
1300,22001291#7039861,0
1301,48925354#37671415,0
1302,48310053#37531391,1
1303,9225217#82324884,0
1304,75059939#73808482,0
1305,31572294#78313618,0
1306,69903032#10547369,0
1307,23792229#82209636,1
1308,53579521#85520596,0
1309,9225217#96705065,0
1310,12958636#40170577,0
1311,24607772#72237540,1
1312,59874069#31572294,0
1313,54728016#95301262,0
1314,9187011#25096603,0
1315,81138609#36342541,0
1316,42076543#49913360,0
1317,70509448#19320609,0
1318,70533385#21214984,0
1319,22206925#91438386,0
1320,20206361#66637530,0
1321,18640012#40524988,0
1322,77906357#91438386,1
1323,51836529#88763472,0
1324,75294597#23792229,0
1325,87240955#81558327,0
1326,51215765#55205314,0
1327,87371358#82274481,0
1328,17364188#35823397,0
1329,33541592#66630102,0
1330,77145447#25895411,0
1331,69540904#35149551,0
1332,18750700#4395083,0
1333,19012125#34174042,1
1334,8452869#66441075,0
1335,74898883#43644395,0
1336,95577039#52126910,0
1337,81004909#2254995,0
1338,12391221#94813013,1
1339,79860176#18929113,0
1340,74414069#17092441,0
1341,14276753#79139250,0
1342,61917173#85065034,0
1343,32252152#74646862,0
1344,25749336#10032550,0
1345,54202524#71190761,0
1346,42782136#73296694,0
1347,92054456#5039915,0
1348,9563912#10330385,0
1349,92356380#66441075,0
1350,95160580#35489837,1
1351,70600300#89714881,0
1352,6873873#35760433,0
1353,13613251#2740878,0
1354,95017941#20665199,0
1355,55406516#53447026,0
1356,44917290#12577609,0
1357,76999933#44098995,0
1358,48449418#76343774,0
1359,64360600#32792490,0
1360,395201#53799536,0
1361,13877575#57882906,0
1362,13893314#43644395,0
1363,16176339#84147645,0
1364,81714923#48050949,0
1365,35642956#11297103,1
1366,37931146#17954127,0
1367,55164507#53262633,1
1368,5749619#17521071,0
1369,12391221#20008769,0
1370,59289884#259815,0
1371,96705065#24438834,0
1372,5108829#56291879,1
1373,28635594#39761380,0
1374,80362350#17364188,0
1375,37466646#50044587,0
1376,54700185#75102581,0
1377,90886706#74622289,0
1378,23165688#95577039,0
1379,13640797#42670956,0
1380,96705065#82324884,0
1381,25390993#47154861,0
1382,59289884#33850542,1
1383,13389192#24909859,0
1384,19411771#94791347,0
1385,51836529#66204747,0
1386,29226990#40002118,0
1387,68023169#19610940,0
1388,16174398#80185739,0
1389,23947190#98235372,0
1390,49146483#777189,0
1391,61938323#54397772,1
1392,59825579#40940816,0
1393,85012455#5662042,0
1394,17116847#12204925,0
1395,68819356#60257213,0
1396,41822669#16628120,0
1397,49991167#85641193,0
1398,12832490#37931146,0
1399,64252616#55705301,0
1400,91607349#50948610,0
1401,17326659#17682913,0
1402,71514451#25351062,0
1403,31493300#39376372,0
1404,94596740#85641193,1
1405,29988045#2563741,0
1406,8023909#12391221,0
1407,35823397#32383258,0
1408,13893314#89189013,0
1409,54700185#7547159,0
1410,75102581#90931340,0
1411,48715831#55284959,0
1412,70983035#22122748,0
1413,26217615#78329795,0
1414,94391133#67880656,0
1415,66218491#36342541,0
1416,24438834#9225217,1
1417,83951045#82724964,0
1418,40007298#22110995,1
1419,20665199#18682580,0
1420,57882906#85903724,0
1421,50972713#50118951,0
1422,74612575#30439582,0
1423,24163225#84810462,1
1424,6881030#31587846,0
1425,85663923#48647262,0
1426,14443054#96835518,0
1427,33296026#81004909,0
1428,34522740#5057882,0
1429,25083386#56493397,0
1430,10547369#81558327,0
1431,84036223#72636167,0
1432,80363785#21688304,0
1433,50118951#39761380,0
1434,77906357#22206925,0
1435,61257806#35750776,0
1436,9563912#17447786,1
1437,17954127#82364086,0
1438,61257806#15602472,0
1439,51850183#48925354,0
1440,21038841#50968746,0
1441,35750776#96715844,0
1442,96595462#59887473,0
1443,86510416#9238663,0
1444,19669552#17116847,1
1445,19585056#83052078,0
1446,71834414#2160536,1
1447,81486182#68571415,1
1448,78273504#82614828,0
1449,51741857#17145434,0
1450,54202524#10997532,0
1451,87240955#32359565,0
1452,65287375#69062083,0
1453,58485839#81865746,1
1454,9185300#54788213,0
1455,37931146#22206925,0
1456,43644395#17738556,0
1457,88944870#78513705,0
1458,36985187#27491747,0
1459,84686125#71514451,1
1460,98456180#94813013,0
1461,621820#83586196,0
1462,10009728#68689905,0
1463,74111438#69249199,0
1464,75134238#37931146,1
1465,44098995#80363785,0
1466,29965958#42782136,0
1467,19320609#39759360,0
1468,66481726#81011691,0
1469,21520858#86136546,0
1470,81738033#98035591,0
1471,96715844#83052078,0
1472,19610472#71190761,1
1473,95788693#19338654,0
1474,35807638#41505583,1
1475,95788693#66630102,0
1476,81738033#94168884,0
1477,48925354#9238663,0
1478,48050949#73023967,0
1479,71514451#90886706,0
1480,38525199#66789257,0
1481,18929113#39944551,0
1482,21421662#40063734,1
1483,57106905#22206925,0
1484,35572402#23442471,1
1485,45065236#79295,0
1486,11681031#60029334,0
1487,36193101#47337045,0
1488,25096603#64112411,0
1489,94576846#81714923,0
1490,66481726#84686125,0
1491,8452869#45667657,0
1492,40979545#45667657,0
1493,45649802#12958636,0
1494,87765870#78513705,0
1495,88944870#51581207,0
1496,10762448#82324884,0
1497,85012455#3342135,1
1498,94168884#24909859,0
1499,79812958#31061866,0
1500,62305995#13198672,0
1501,63117104#77300355,1
1502,60950692#48715831,0
1503,38774023#53540754,0
1504,64607330#84783221,0
1505,34075163#94791347,0
1506,40624769#46963156,0
1507,8374819#73018266,0
1508,85520596#70509448,0
1509,3365489#57297547,0
1510,68021989#18750700,1
1511,35823397#26995615,0
1512,24163225#6628173,0
1513,85663923#71068694,1
1514,60950692#32663296,0
1515,96601666#15279595,0
1516,94576846#54285160,0
1517,95301262#64225057,1
1518,426230#864070,0
1519,42080094#2053522,0
1520,40771441#64112411,0
1521,33541592#49285911,0
1522,94578304#9765844,0
1523,27915727#24504646,0
1524,6976859#40524988,0
1525,86597447#66763358,0
1526,82614828#16938908,0
1527,53447026#18178431,0
1528,57297547#75933939,0
1529,17738556#55406516,0
1530,95846717#40007298,0
1531,73018266#32383258,0
1532,7987227#86890239,1
1533,97975290#95111575,0
1534,33296026#54202524,0
1535,14576013#16566641,0
1536,97936921#50403133,0
1537,24072080#47240346,0
1538,57106905#38525199,0
1539,95170662#2254995,0
1540,17116847#61938323,0
1541,24315621#29177746,1
1542,69411201#81296852,0
1543,51215765#9494941,0
1544,47272682#70509448,0
1545,27491747#3980193,0
1546,84271012#66481726,0
1547,88944870#97360314,0
1548,57106905#11413382,0
1549,42550257#71498088,1
1550,20822871#40086606,0
1551,43098472#46709252,0
1552,83244081#49891889,0
1553,66609070#94813013,0
1554,55993507#599182,0
1555,16176339#39759360,0
1556,48310053#9716045,0
1557,82666001#57574501,1
1558,62305995#77271618,0
1559,71622657#74315994,0
1560,15196749#34597503,1
1561,58262024#57106905,0
1562,39437318#37762589,0
1563,66763358#47662466,0
1564,8810340#66001502,0
1565,14022878#87219862,0
1566,50100211#13853990,0
1567,44917290#40063734,0
1568,17058930#41270447,0
1569,8780477#3980193,0
1570,26298839#67818648,0
1571,25749336#6873873,0
1572,74612575#1029315,0
1573,10171935#12577609,1
1574,88446522#55205314,0
1575,87219862#49891889,0
1576,37466646#84036223,1
1577,29851431#6601115,1
1578,50118951#93035933,0
1579,11413382#25757705,0
1580,12577609#44098995,0
1581,4308600#97975290,0
1582,20822871#78926104,0
1583,35633356#69249199,0
1584,97975290#97485069,0
1585,61917173#54656829,0
1586,50968746#24072080,0
1587,84810462#66001502,0
1588,70600296#12558301,0
1589,9026518#57106905,0
1590,87219862#66481726,0
1591,88331613#24936536,0
1592,30137322#777189,0
1593,35823397#41763354,0
1594,45667657#92702787,1
1595,45065236#35149551,0
1596,5836988#35149551,0
1597,88160368#70600300,0
1598,19338654#175833,0
1599,53397183#10723708,0
1600,84081996#57882906,0
1601,66204747#75229781,0
1602,64252616#26714094,0
1603,96482852#17058930,0
1604,95938196#23889723,0
1605,95160580#74932360,0
1606,444965#88944870,0
1607,12409643#57241644,0
1608,54519492#47337045,0
1609,72086860#15290237,0
1610,24072080#66097781,0
1611,2926780#47337045,0
1612,40170577#69644238,0
1613,18929113#81752586,0
1614,71693305#20822871,1
1615,48449418#36649389,0
1616,69644238#95160580,0
1617,4895903#66292005,0
1618,54559293#7016292,0
1619,56493397#96705065,0
1620,55406516#94697384,0
1621,16628120#24504646,0
1622,41314656#5836988,1
1623,51850183#69903032,0
1624,2803990#7004489,1
1625,63688174#69811580,0
1626,49146483#75380050,1
1627,75317094#82364086,0
1628,80085603#65193938,0
1629,35489837#43886265,0
1630,599182#67959173,0
1631,81254738#90931340,0
1632,16566641#17682913,0
1633,82217045#35149551,0
1634,70768754#84036223,0
1635,42626545#93799137,1
1636,96710850#42244827,1
1637,905514#95846717,0
1638,84250472#82049746,0
1639,34522740#94929528,0
1640,15602472#66637530,0
1641,98258448#17521071,0
1642,69062083#44382672,0
1643,6997147#16458906,1
1644,35149551#28958152,0
1645,54109462#29851431,0
1646,58485839#11754903,0
1647,13613251#28502826,0
1648,3342135#38374739,0
1649,54499706#50100211,0
1650,2563741#84271012,0
1651,6601115#42076543,0
1652,67240137#6817074,0
1653,60743541#4150044,0
1654,27147725#78273504,0
1655,93405719#88171897,0
1656,84810462#13613251,0
1657,17713434#54285160,0
1658,19506949#79097615,0
1659,97485069#27491847,0
1660,71884441#61938323,0
1661,59622337#70600274,0
1662,75294597#95788693,1
1663,10917978#2724789,0
1664,75552500#10032550,0
1665,55596658#36319925,0
1666,78513705#64535407,0
1667,16909124#47272682,0
1668,62009379#84718207,0
1669,31493300#74315994,1
1670,4646691#94373108,0
1671,66481726#1875778,0
1672,3038793#74612575,0
1673,16489844#8452869,0
1674,7039861#13084603,0
1675,89714881#5039534,0
1676,74111438#95241878,0
1677,21436544#64438918,0
1678,87765870#6315279,0
1679,24438834#83562709,0
1680,6969637#89103846,0
1681,14022878#49891889,0
1682,76164350#426230,0
1683,30893225#2160536,0
1684,7861704#18225168,0
1685,61257806#6628173,0
1686,24721936#45667657,0
1687,96381958#924199,0
1688,69062083#17837225,0
1689,55406516#79139250,1
1690,8865735#60950692,0
1691,30137322#51933885,0
1692,2803990#64360600,0
1693,74111438#23276091,0
1694,50403133#71622657,0
1695,66204747#33850542,0
1696,34487169#76343774,0
1697,23442471#88025577,0
1698,68675078#9716045,0
1699,23345904#51914482,0
1700,63634340#57914917,0
1701,56291879#13084603,0
1702,51901808#43098472,0
1703,46709252#11241255,0
1704,9494941#12285597,0
1705,70352977#17116847,0
1706,17092441#96601666,0
1707,10816#48938134,0
1708,68819356#56744482,0
1709,31149883#47240346,0
1710,40555870#35076842,0
1711,9225217#17145434,0
1712,2357764#19320609,0
1713,28958152#55641907,0
1714,98456180#70352977,0
1715,92356380#5651476,0
1716,16909124#193593,0
1717,67880656#21421662,0
1718,75784220#95788693,0
1719,5749619#86136546,0
1720,14918547#71458103,0
1721,48327523#9882201,0
1722,175833#96441135,0
1723,49991167#60950692,1
1724,13640797#18762312,0
1725,35417651#22110995,0
1726,94576846#27491747,0
1727,34487169#31981847,1
1728,8865735#9765844,0
1729,17092441#19210924,0
1730,48327523#51836529,1
1731,26298839#37417537,0
1732,51933885#63634340,0
1733,35439433#43644395,0
1734,66390507#61257806,0
1735,42621634#68023169,0
1736,40086606#89764257,0
1737,2160536#50403133,0
1738,94945290#88414713,0
1739,48938134#55205314,0
1740,43671477#52499440,0
1741,10330385#10171935,0
1742,89113825#81714923,0
1743,68400481#92702787,0
1744,70600296#70600300,0
1745,34088263#5836988,0
1746,10762448#94578304,0
1747,66630102#82274481,0
1748,10330385#3713378,0
1749,17954127#40979545,0
1750,17174163#68021989,0
1751,83562709#94576846,0
1752,86039608#59226089,0
1753,51914482#21038841,0
1754,94391133#47008330,0
1755,57698050#95017941,0
1756,26714094#47662466,0
1757,9329468#48327523,0
1758,51836529#51933885,0
1759,66218491#23923095,0
1760,75317094#57107958,0
1761,70600261#70600300,0
1762,66789257#11297103,0
1763,2926780#66097781,0
1764,24315621#55427773,0
1765,20008769#11297103,0
1766,97975290#10132766,0
1767,40002118#49146483,0
1768,81865746#90886706,0
1769,85074682#49891889,0
1770,16938908#94373108,0
1771,9932421#888946,0
1772,81138609#55641907,1
1773,26109768#10917978,0
1774,34522740#74930475,0
1775,40979545#24721936,1
1776,40555870#444965,0
1777,74932360#12338419,1
1778,66204747#25096603,0
1779,56500373#89189013,0
1780,71622657#26995615,1
1781,97360314#94596740,0
1782,98129540#24931990,0
1783,97485069#38525199,0
1784,11874069#35807638,0
1785,38999889#42244827,0
1786,26109768#19411771,0
1787,54285160#31051738,0
1788,63800622#88171897,0
1789,15290237#2163360,1
1790,46998470#28316497,0
1791,42670956#16489844,0
1792,6628173#86011983,0
1793,86597447#76275317,0
1794,55406516#74898883,0
1795,19610472#91798176,0
1796,21318183#51741857,0
1797,15279595#74414069,0
1798,35493301#68659568,0
1799,50118951#61938323,0
1800,54109462#7039861,0
1801,17326659#11651896,0
1802,80543447#40976538,0
1803,68571415#85903724,0
1804,17131328#35439433,0
1805,72237540#96705065,0
1806,56500373#35642956,0
1807,22110995#48880627,0
1808,57297547#21318183,0
1809,75102581#88025577,0
1810,47154861#42076543,0
1811,60029334#24925549,0
1812,50973979#12409643,0
1813,5662042#3365489,0
1814,74930475#78926104,0
1815,92598888#24700471,0
1816,67388462#91438386,0
1817,6315279#48675264,1
1818,60743541#47240346,0
1819,66001502#82724964,0
1820,82724964#44923081,0
1821,65159550#88025577,0
1822,15311130#65979382,1
1823,70600274#6817074,0
1824,21038841#39761380,0
1825,59825579#6444657,0
1826,30439582#96667020,0
1827,57869707#15196749,0
1828,66465346#42626545,0
1829,72185223#81865746,0
1830,320211#75698787,0
1831,40659886#48449418,0
1832,27147725#85065034,1
1833,24307555#94576846,0
1834,7547159#18682580,0
1835,67959173#46998470,0
1836,79265216#19338654,1
1837,3365489#77145447,0
1838,19012125#3980193,0
1839,41822669#24315621,0
1840,11241255#20665199,0
1841,68023169#82217045,1
1842,1574817#77488882,1
1843,24055903#87240955,0
1844,7096661#94791347,0
1845,10218816#63634340,0
1846,40170577#13621719,1
1847,54285160#18140756,0
1848,50973979#87168706,0
1849,12409643#3365489,0
1850,77641222#22550534,0
1851,78313618#55124457,0
1852,25390993#74588061,0
1853,23792229#96715844,0
1854,24909859#79812958,1
1855,57882906#96441135,0
1856,78513705#28958152,0
1857,47337045#85520596,1
1858,35243408#6444657,0
1859,28958152#85074682,1
1860,72185223#84783221,1
1861,78313618#60071236,0
1862,34075163#85641193,0
1863,92054456#36026562,0
1864,98129540#89189013,0
1865,17618186#32383258,0
1866,84202154#78273504,0
1867,69540904#67991855,0
1868,48798939#82666001,0
1869,20822871#7987227,0
1870,18682580#9329468,1
1871,78273504#4150044,0
1872,5662042#80747993,0
1873,18225168#11413382,0
1874,25351062#7862454,0
1875,50999488#86597447,0
1876,81296852#76045300,0
1877,16874921#12263071,0
1878,12558301#2724789,0
1879,86510416#96601666,0
1880,74315994#59874069,0
1881,444965#68400481,1
1882,20668617#19820120,0
1883,8810340#2803990,0
1884,59874069#34487169,0
1885,84718207#35076842,0
1886,57354491#19610472,0
1887,65193938#52126910,0
1888,19585056#90931340,0
1889,80235641#88073129,0
1890,74898883#35439433,0
1891,21436544#63436905,0
1892,59622337#19506949,0
1893,44579234#30893225,0
1894,10803100#92348266,0
1895,40524988#80747993,0
1896,58262024#97485069,0
1897,92054456#59310973,0
1898,1875778#95428009,1
1899,89189013#84347869,0
1900,81752586#65159550,0
1901,10547369#599182,0
1902,59887473#36193101,0
1903,71514451#76350435,0
1904,50403133#4395083,0
1905,77906357#6997147,0
1906,1000748#9531648,0
1907,66914777#35572402,0
1908,76999933#94578304,0
1909,67388462#11754903,0
1910,16458906#9932421,0
1911,10009728#94391133,0
1912,87955598#28797891,0
1913,6444657#44302898,1
1914,79812958#35983151,0
1915,51850183#42621634,0
1916,64696513#82209636,0
1917,84940611#74622289,0
1918,14022878#97975290,1
1919,77554678#259815,0
1920,75933939#53447026,0
1921,50179606#30963421,0
1922,40470567#40624769,0
1923,93405719#93393039,0
1924,32359565#6086571,1
1925,36193101#66097781,0
1926,1029315#88331613,0
1927,71190761#395201,0
1928,55993507#43618988,0
1929,70768754#26820221,0
1930,39944551#6217373,0
1931,81738033#45065236,1
1932,17043700#94576846,0
1933,11651896#67340922,0
1934,21236035#73296694,1
1935,9185300#80346902,0
1936,64225057#17131328,0
1937,45649802#61257806,0
1938,89098364#35760433,1
1939,81254738#79368706,0
1940,54499706#37417537,0
1941,19820120#18178431,0
1942,75400332#88446522,0
1943,8145012#54499706,0
1944,67880656#52074266,1
1945,97281594#88596856,1
1946,259815#30893225,1
1947,18178431#52499440,0
1948,79368706#64889535,0
1949,88944870#54656829,0
1950,25024300#11874069,0
1951,81254738#79860176,1
1952,90146840#92356380,0
1953,29226990#86597447,0
1954,18225168#888946,0
1955,26298839#22110995,0
1956,80346902#54519492,1
1957,24488733#94697384,0
1958,11681031#66204747,0
1959,15602472#96482852,0
1960,15073430#48808155,0
1961,9065596#2803990,0
1962,81738033#44579234,0
1963,48153881#31928950,0
1964,2634172#13704452,0
1965,85663923#95160580,0
1966,75698787#84718207,0
1967,13389192#96715844,0
1968,64284720#76535406,0
1969,2276717#6997147,0
1970,87327065#5108829,0
1971,27087905#43671477,0
1972,7096661#1705445,0
1973,25895411#89764257,0
1974,86039608#36514214,0
1975,426230#24504646,0
1976,9882201#93222484,0
1977,8810340#38999889,1
1978,44098995#46998470,0
1979,6444657#47054569,0
1980,55596658#74588061,0
1981,12391221#13514352,0
1982,19012125#88171897,0
1983,19653009#12577609,0
1984,3129229#10997532,1
1985,2803990#38058369,0
1986,63436905#64438918,0
1987,20448379#2237025,0
1988,5749619#25390993,1
1989,78329795#41505583,0
1990,85107531#2740878,1
1991,23345904#27491747,0
1992,59874069#31981847,0
1993,70983035#55427773,0
1994,47240346#87955598,0
1995,75317094#59825579,0
1996,30467874#8452869,0
1997,5107817#5197574,0
1998,65991083#81865746,0
1999,7096661#61938323,0
2000,41270447#97390436,1
2001,14475568#38374739,0
2002,93393039#40470567,1
2003,88770421#11651896,0
2004,40086606#6997147,0
2005,39759360#87371358,0
2006,8145012#56809562,0
2007,97473761#52787773,0
2008,924199#17521071,0
2009,84783221#81865746,0
2010,34522740#54559293,0
2011,7503553#10816,0
2012,47240346#15073430,0
2013,47240346#22550534,0
2014,18140756#36985187,0
2015,36305406#35823397,0
2016,70533385#30137322,1
2017,98861629#12263071,0
2018,65761443#20665199,0
2019,87136825#53799536,0
2020,49913360#6601115,0
2021,11413382#9026518,1
2022,70533385#37762589,0
2023,62151951#34642657,0
2024,15602472#45667657,0
2025,8452869#93222484,0
2026,87562159#37652517,0
2027,75229781#35439433,0
2028,94791347#74588061,0
2029,76999933#76164350,0
2030,81714923#84036223,0
2031,5563597#77641222,0
2032,84810462#95846717,0
2033,777189#84008510,0
2034,18688923#38999889,0
2035,28797891#79265216,0
2036,67945340#73018266,0
2037,23345904#74225977,0
2038,66097781#7586139,0
2039,4150044#13205686,0
2040,35983151#89189013,0
2041,79528937#28797890,0
2042,37818105#10917978,0
2043,14576013#6873873,0
2044,48310053#16174398,0
2045,23923095#98321879,0
2046,23345904#89113825,0
2047,65376715#30467874,0
2048,13084603#70768754,0
2049,15279595#69540904,0
2050,23165688#29965958,0
2051,55205314#25024300,1
2052,20281251#44579234,0
2053,76535406#13084603,0
2054,93405719#82614828,0
2055,54700185#68332855,0
2056,57354491#71834414,0
2057,88760576#90886706,0
2058,12558301#23792229,0
2059,25573269#48647262,0
2060,50968746#3129229,0
2061,68659568#45858702,0
2062,62254612#90920296,0
2063,9336877#67880656,0
2064,19411771#599182,0
2065,11297103#3038793,0
2066,59226089#95017941,1
2067,10997532#50948610,0
2068,64607330#12057738,0
2069,85663923#23889723,0
2070,40659886#76343774,0
2071,49285911#73808482,0
2072,27491847#67031613,0
2073,87576249#57729543,0
2074,20206361#15602472,0
2075,79812958#89189013,0
2076,88160368#175833,0
2077,1907#24438834,0
2078,39820474#17713434,0
2079,36514214#7503553,0
2080,51215765#74111438,0
2081,30893225#88160368,0
2082,22122748#7547159,0
2083,66204747#18344350,0
2084,73197482#38999889,0
2085,57914917#88674931,0
2086,6220318#6873873,0
2087,39761380#9238663,0
2088,23165688#64360600,0
2089,7096661#25390993,0
2090,37728852#81254738,0
2091,75901191#71190761,0
2092,26714094#66763358,1
2093,71693305#18140756,0
2094,52499440#75059939,0
2095,48938134#7503553,0
2096,12057738#49285911,0
2097,47240346#31303951,0
2098,88331613#84081996,1
2099,1000748#91438386,0
2100,82217045#13613251,0
2101,97008126#93617759,0
2102,96601666#86890239,0
2103,6969637#19320609,0
2104,97975290#58262024,0
2105,48938134#74683197,0
2106,52322597#74111438,0
2107,17756835#26650551,0
2108,75134238#75229781,0
2109,22096223#24931990,0
2110,11651896#8810340,0
2111,37818105#26109768,0
2112,85107531#38999889,0
2113,26995615#65159550,0
2114,35076842#24909859,0
2115,1448629#81558327,0
2116,55284959#88944870,1
2117,34075163#25390993,0
2118,82049746#64360600,0
2119,30963421#96601666,0
2120,15602472#54109462,0
2121,66609070#88331613,0
2122,57316524#6455027,0
2123,24163225#12558301,0
2124,7862454#66097781,0
2125,13205686#75588119,0
2126,10373021#23947190,0
2127,74932360#71693305,0
2128,94193655#84147645,0
2129,84271012#17618186,0
2130,87371358#59983424,0
2131,6220318#71191165,0
2132,76797257#94193655,0
2133,71834414#18750700,0
2134,85663923#18225168,0
2135,2634172#75552500,1
2136,91438386#74172078,0
2137,36342541#2357764,0
2138,80693528#57698050,1
2139,57729543#94945290,0
2140,89103846#31149883,0
2141,34959942#13086482,0
2142,35807638#53563141,0
2143,14918547#56354267,0
2144,66914777#80362350,0
2145,34642657#75922212,0
2146,92702787#66465346,0
2147,95301262#74930475,0
2148,6969637#3496396,1
2149,64304057#54702023,0
2150,54519492#12057738,0
2151,10218816#70533385,0
2152,16874921#59217936,1
2153,67031613#68490111,0
2154,81296852#13086482,0
2155,5197574#16489844,0
2156,51850183#88240059,0
2157,64696513#51664958,0
2158,92598888#98314225,0
2159,12057738#15073430,0
2160,94391133#52074266,0
2161,77678186#93405719,0
2162,77964245#8130501,1
2163,1875778#9185300,0
2164,73023967#37417537,0
2165,48647262#55607411,0
2166,44145250#52646581,0
2167,66552236#40063734,0
2168,98456180#37652517,1
2169,34959942#35076842,0
2170,30137322#17447786,0
2171,75400332#47177790,0
2172,9187011#88720725,1
2173,10997532#51581207,0
2174,5651476#426230,0
2175,7016292#54519492,0
2176,395201#54202524,0
2177,24700471#54109462,0
2178,35149551#80085603,0
2179,74381286#60743541,0
2180,13704452#82274481,0
2181,11344076#24936536,0
2182,98235372#75059939,0
2183,47008330#35633356,0
2184,36305406#26995615,0
2185,92348266#82324884,0
2186,36927878#31877082,0
2187,32792490#49991167,0
2188,10009728#7861704,0
2189,51710206#2237025,0
2190,92356380#42080094,0
2191,11344076#35823397,0
2192,41160781#92050862,0
2193,88720725#42626545,0
2194,13986277#16174398,0
2195,17043700#59310973,0
2196,71191165#1705445,0
2197,27491847#84810462,0
2198,82666001#57354491,0
2199,25427610#22178282,1
2200,92356380#88446522,0
2201,37931146#8104033,0
2202,19338654#95577039,0
2203,76275317#2563741,0
2204,18640012#26995615,0
2205,75400332#19140046,0
2206,68689905#53397183,0
2207,19085838#14133475,0
2208,57354491#71068694,0
2209,35590306#61257806,0
2210,37417537#74225977,0
2211,80747993#54656829,0
2212,18968441#13853990,0
2213,924199#3129229,0
2214,77554678#25767244,0
2215,58726767#98258448,1
2216,63008653#71884441,0
2217,72086860#74683197,0
2218,9716045#40170577,0
2219,71498088#36649389,0
2220,63632918#32663296,0
2221,74622289#93754453,1
2222,23345904#96835518,0
2223,23792229#26298839,0
2224,87955598#84147645,0
2225,7138298#42080094,1
2226,61257806#86011983,0
2227,44145250#193593,1
2228,55899186#1574817,0
2229,57914917#21038841,0
2230,95170662#8145012,0
2231,76343774#55164507,0
2232,39094258#94697384,0
2233,94168884#89189013,0
2234,42999877#95577039,0
